locus_tag	ftype	length_bp	gene	EC_number	COG	product
IMKOHAHG_01769	CDS	954				hypothetical protein
IMKOHAHG_01770	CDS	1266	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
IMKOHAHG_01771	CDS	927	ppx	3.6.1.11	COG0248	Exopolyphosphatase
IMKOHAHG_01772	CDS	1017	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
IMKOHAHG_01773	CDS	2313	helD_2	3.6.4.12	COG3973	DNA helicase IV
IMKOHAHG_01774	CDS	1014				hypothetical protein
IMKOHAHG_01775	CDS	966	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
IMKOHAHG_01776	CDS	1542	sauT_1	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
IMKOHAHG_01777	CDS	384	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IMKOHAHG_01778	CDS	2856				hypothetical protein
IMKOHAHG_01779	CDS	591				hypothetical protein
IMKOHAHG_01780	CDS	705				hypothetical protein
IMKOHAHG_01781	CDS	906				hypothetical protein
IMKOHAHG_01782	CDS	606				hypothetical protein
IMKOHAHG_01783	CDS	1287				hypothetical protein
IMKOHAHG_01784	CDS	1581	prfC			Peptide chain release factor 3
IMKOHAHG_01785	CDS	393				hypothetical protein
IMKOHAHG_01786	CDS	186				hypothetical protein
IMKOHAHG_01787	CDS	1020				hypothetical protein
IMKOHAHG_01788	CDS	873	cysL		COG0583	HTH-type transcriptional regulator CysL
IMKOHAHG_01789	CDS	405	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
IMKOHAHG_01790	CDS	480	crtK-2		COG3476	Tryptophan-rich protein TspO
IMKOHAHG_01791	CDS	1251	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
IMKOHAHG_01792	CDS	1113				Sodium-lithium/proton antiporter
IMKOHAHG_01793	CDS	1299				hypothetical protein
IMKOHAHG_01794	CDS	1038				hypothetical protein
IMKOHAHG_01795	CDS	1527				hypothetical protein
IMKOHAHG_01796	CDS	1422	rfbX		COG2244	Putative O-antigen transporter
IMKOHAHG_01797	CDS	1122	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
IMKOHAHG_01798	CDS	906				hypothetical protein
IMKOHAHG_01799	CDS	1005				hypothetical protein
IMKOHAHG_01800	CDS	990	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IMKOHAHG_01801	CDS	765				hypothetical protein
IMKOHAHG_01802	CDS	639				hypothetical protein
IMKOHAHG_01803	CDS	1233				hypothetical protein
IMKOHAHG_01804	CDS	639	wecA_1	2.7.8.40		UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
IMKOHAHG_01805	CDS	933	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
IMKOHAHG_01806	CDS	1761				hypothetical protein
IMKOHAHG_01807	CDS	333				hypothetical protein
IMKOHAHG_01808	CDS	1767				hypothetical protein
IMKOHAHG_01809	CDS	2190				hypothetical protein
IMKOHAHG_01810	CDS	1479				hypothetical protein
IMKOHAHG_01811	CDS	795	recX			Regulatory protein RecX
IMKOHAHG_01812	CDS	207				hypothetical protein
IMKOHAHG_01813	CDS	243				hypothetical protein
IMKOHAHG_01814	CDS	897				hypothetical protein
IMKOHAHG_01815	CDS	786	map_2	3.4.11.18	COG0024	Methionine aminopeptidase 1
IMKOHAHG_01816	CDS	519				hypothetical protein
IMKOHAHG_01817	CDS	456				Flavodoxin
IMKOHAHG_01818	CDS	402				hypothetical protein
IMKOHAHG_01819	CDS	291				hypothetical protein
IMKOHAHG_01820	CDS	366				hypothetical protein
IMKOHAHG_01821	CDS	1125	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
IMKOHAHG_01822	CDS	372	yhaI		COG3152	Inner membrane protein YhaI
IMKOHAHG_01823	CDS	213				hypothetical protein
IMKOHAHG_01824	CDS	393				hypothetical protein
IMKOHAHG_01825	tRNA	73				tRNA-Arg(cct)
IMKOHAHG_01826	CDS	1335	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
IMKOHAHG_01827	CDS	1002	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
IMKOHAHG_01828	CDS	363				hypothetical protein
IMKOHAHG_01829	CDS	780				hypothetical protein
IMKOHAHG_01830	CDS	837	rpiR		COG1737	HTH-type transcriptional regulator RpiR
IMKOHAHG_01831	CDS	1542	xylB_7	2.7.1.17	COG1070	Xylulose kinase
IMKOHAHG_01832	CDS	1356	idnT		COG2610	Gnt-II system L-idonate transporter
IMKOHAHG_01833	CDS	1497	gshAB_3	6.3.2.3		Glutathione biosynthesis bifunctional protein GshAB
IMKOHAHG_01834	CDS	459				hypothetical protein
IMKOHAHG_01835	CDS	597	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
IMKOHAHG_01836	CDS	1476	lpdC	4.1.1.59	COG0043	Gallate decarboxylase
IMKOHAHG_01837	CDS	882	gltC			HTH-type transcriptional regulator GltC
IMKOHAHG_01838	CDS	558				hypothetical protein
IMKOHAHG_01839	CDS	219				hypothetical protein
IMKOHAHG_01840	CDS	177				hypothetical protein
IMKOHAHG_01841	CDS	555	pinR	3.1.22.-	COG1961	Serine recombinase PinR
IMKOHAHG_01842	CDS	234				hypothetical protein
IMKOHAHG_01843	CDS	480				hypothetical protein
IMKOHAHG_01844	CDS	1335	garB_1	1.8.1.16		Glutathione amide reductase
IMKOHAHG_01845	CDS	201				hypothetical protein
IMKOHAHG_01846	CDS	573				hypothetical protein
IMKOHAHG_01847	CDS	654				hypothetical protein
IMKOHAHG_01848	CDS	309				hypothetical protein
IMKOHAHG_01849	CDS	339			COG3039	IS5 family transposase ISCaa8
IMKOHAHG_01850	CDS	723	rpiA_2	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
IMKOHAHG_01851	CDS	480	bin3_1			Putative transposon Tn552 DNA-invertase bin3
IMKOHAHG_01852	CDS	630				IS3 family transposase ISSth1b
IMKOHAHG_01853	CDS	1377	npr_2	1.11.1.1	COG0446	NADH peroxidase
IMKOHAHG_01854	CDS	1206	andAa	1.18.1.3		Anthranilate 1,2-dioxygenase system ferredoxin--NAD(+) reductase component
IMKOHAHG_01855	CDS	585	bin3_2			Putative transposon Tn552 DNA-invertase bin3
IMKOHAHG_01856	CDS	561				hypothetical protein
IMKOHAHG_01857	CDS	186				hypothetical protein
IMKOHAHG_01858	CDS	543				Stress response regulator gls24 
IMKOHAHG_01859	CDS	252				hypothetical protein
IMKOHAHG_01860	CDS	141				hypothetical protein
IMKOHAHG_01861	CDS	216				hypothetical protein
IMKOHAHG_01862	CDS	369				hypothetical protein
IMKOHAHG_01863	CDS	810	birA_2	6.3.4.15		Bifunctional ligase/repressor BirA
IMKOHAHG_01864	CDS	756	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
IMKOHAHG_01865	CDS	771	accA_2	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
IMKOHAHG_01866	CDS	831	accD_2	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
IMKOHAHG_01867	CDS	1374	accC_2	6.3.4.14	COG0439	Biotin carboxylase
IMKOHAHG_01868	CDS	417	fabZ_1	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
IMKOHAHG_01869	CDS	426	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
IMKOHAHG_01870	CDS	1221	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
IMKOHAHG_01871	CDS	720	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IMKOHAHG_01872	CDS	903	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
IMKOHAHG_01873	CDS	246	acpP_2			Acyl carrier protein
IMKOHAHG_01874	CDS	978	fabH_2	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
IMKOHAHG_01875	CDS	468				hypothetical protein
IMKOHAHG_01876	CDS	447	fabZ_2	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
IMKOHAHG_01877	CDS	528	bioY		COG1268	Biotin transporter BioY
IMKOHAHG_01878	CDS	357				hypothetical protein
IMKOHAHG_01879	CDS	843	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
IMKOHAHG_01880	CDS	585	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
IMKOHAHG_01881	CDS	2064				hypothetical protein
IMKOHAHG_01882	CDS	210				hypothetical protein
IMKOHAHG_01883	CDS	279				hypothetical protein
IMKOHAHG_01884	CDS	507				hypothetical protein
IMKOHAHG_01885	CDS	282				hypothetical protein
IMKOHAHG_01886	CDS	732			COG2826	IS30 family transposase ISSlu1
IMKOHAHG_01887	CDS	204				hypothetical protein
IMKOHAHG_01888	CDS	810	soj_1	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
IMKOHAHG_01889	CDS	345				hypothetical protein
IMKOHAHG_01890	CDS	576			COG2826	IS30 family transposase IS1070
IMKOHAHG_01891	CDS	1284				ISL3 family transposase ISSeq1
IMKOHAHG_01892	CDS	321				hypothetical protein
IMKOHAHG_01893	CDS	1056	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
IMKOHAHG_01894	CDS	543				hypothetical protein
IMKOHAHG_01895	CDS	861				DegV domain-containing protein
IMKOHAHG_01896	CDS	459	asnB_2	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
IMKOHAHG_01897	CDS	1170				hypothetical protein
IMKOHAHG_01898	CDS	159				hypothetical protein
IMKOHAHG_01899	CDS	465			COG3039	IS5 family transposase ISCaa8
IMKOHAHG_01900	CDS	309				hypothetical protein
IMKOHAHG_01901	CDS	1044				hypothetical protein
IMKOHAHG_01902	CDS	468				hypothetical protein
IMKOHAHG_01903	CDS	198				hypothetical protein
IMKOHAHG_01904	CDS	132				hypothetical protein
IMKOHAHG_01905	CDS	249				hypothetical protein
IMKOHAHG_01906	CDS	459				hypothetical protein
IMKOHAHG_01907	CDS	417	arsC_2	1.20.4.4	COG0394	Arsenate reductase
IMKOHAHG_01908	CDS	336	arsD_3			Arsenical resistance operon trans-acting repressor ArsD
IMKOHAHG_01909	CDS	1296	arsB_2		COG1055	Arsenical pump membrane protein
IMKOHAHG_01910	CDS	1734	arsA_2	7.3.2.7		Arsenical pump-driving ATPase
IMKOHAHG_01911	CDS	324				hypothetical protein
IMKOHAHG_01912	CDS	597	hin		COG1961	DNA-invertase hin
IMKOHAHG_01913	CDS	2994				Tn3 family transposase TnBth1
IMKOHAHG_01914	CDS	420				hypothetical protein
IMKOHAHG_01915	CDS	555				hypothetical protein
IMKOHAHG_01916	CDS	498				hypothetical protein
IMKOHAHG_01917	CDS	399				hypothetical protein
IMKOHAHG_01918	CDS	2115	clpC_2			putative ATP-dependent Clp protease ATP-binding subunit
IMKOHAHG_01919	CDS	1149	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
IMKOHAHG_01920	CDS	1185	tetA			Tetracycline resistance protein, class C
IMKOHAHG_01921	CDS	1554				IS66 family transposase ISCce5
IMKOHAHG_01922	CDS	354				hypothetical protein
IMKOHAHG_01923	CDS	177				hypothetical protein
IMKOHAHG_01924	CDS	771				hypothetical protein
IMKOHAHG_01925	CDS	1209				hypothetical protein
IMKOHAHG_01926	CDS	528				hypothetical protein
IMKOHAHG_01927	CDS	924				hypothetical protein
IMKOHAHG_01928	CDS	453				hypothetical protein
IMKOHAHG_01929	CDS	1275				hypothetical protein
IMKOHAHG_01930	CDS	918	xerC_6			Tyrosine recombinase XerC
IMKOHAHG_01931	CDS	603				hypothetical protein
IMKOHAHG_01932	CDS	1593				hypothetical protein
IMKOHAHG_01933	CDS	2874	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
IMKOHAHG_01934	CDS	936	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
IMKOHAHG_01935	CDS	1152				hypothetical protein
IMKOHAHG_01936	CDS	750	fabG3_2	1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
IMKOHAHG_01937	CDS	1695	ohyA	4.2.1.53		Oleate hydratase
IMKOHAHG_01938	CDS	975	glcK_2	2.7.1.2	COG1940	Glucokinase
IMKOHAHG_01939	CDS	1179				hypothetical protein
IMKOHAHG_01940	CDS	957				hypothetical protein
IMKOHAHG_01941	CDS	1650	mleA	4.1.1.101	COG0281	Malolactic enzyme
IMKOHAHG_01942	CDS	879	oxyR_1			Hydrogen peroxide-inducible genes activator
IMKOHAHG_01943	CDS	561				hypothetical protein
IMKOHAHG_01944	CDS	1179	dapX_2	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
IMKOHAHG_01945	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
IMKOHAHG_01946	CDS	1188				putative transporter
IMKOHAHG_01947	CDS	1860				hypothetical protein
IMKOHAHG_01948	CDS	696				hypothetical protein
IMKOHAHG_01949	CDS	657				hypothetical protein
IMKOHAHG_01950	CDS	1152				hypothetical protein
IMKOHAHG_01951	CDS	339				hypothetical protein
IMKOHAHG_01952	CDS	1233				hypothetical protein
IMKOHAHG_01953	CDS	612				hypothetical protein
IMKOHAHG_01954	CDS	1251	csbX		COG0477	Alpha-ketoglutarate permease
IMKOHAHG_01955	CDS	1347	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
IMKOHAHG_01956	CDS	1317	yhjE			Inner membrane metabolite transport protein YhjE
IMKOHAHG_01957	CDS	540	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
IMKOHAHG_01958	CDS	546				hypothetical protein
IMKOHAHG_01959	CDS	546				hypothetical protein
IMKOHAHG_01960	CDS	435				hypothetical protein
IMKOHAHG_01961	CDS	1449	ribZ_4			Riboflavin transporter RibZ
IMKOHAHG_01962	CDS	639				hypothetical protein
IMKOHAHG_01963	CDS	861	yvgN_4	1.1.1.-	COG0656	Glyoxal reductase
IMKOHAHG_01964	CDS	588				hypothetical protein
IMKOHAHG_01965	CDS	1083	yjmC_2	1.1.1.-	COG2055	putative oxidoreductase YjmC
IMKOHAHG_01966	CDS	759	linX	1.1.1.-		2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase LinX
IMKOHAHG_01967	CDS	651	vat	2.3.1.-		Virginiamycin A acetyltransferase
IMKOHAHG_01968	CDS	1620	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
IMKOHAHG_01969	CDS	534				hypothetical protein
IMKOHAHG_01970	CDS	1029	ligJ_2	4.2.1.-		2-keto-4-carboxy-3-hexenedioate hydratase
IMKOHAHG_01971	CDS	732				hypothetical protein
IMKOHAHG_01972	CDS	855				hypothetical protein
IMKOHAHG_01973	CDS	948				hypothetical protein
IMKOHAHG_01974	CDS	789				hypothetical protein
IMKOHAHG_01975	CDS	798	srtB	3.4.22.-	COG4509	Sortase B
IMKOHAHG_01976	CDS	621				hypothetical protein
IMKOHAHG_01977	CDS	543				hypothetical protein
IMKOHAHG_01978	CDS	594				hypothetical protein
IMKOHAHG_01979	CDS	858				hypothetical protein
IMKOHAHG_01980	CDS	1185	yycB_1		COG2807	putative transporter YycB
IMKOHAHG_01981	CDS	1431	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
IMKOHAHG_01982	CDS	1479	zwf	1.1.1.363		Glucose-6-phosphate 1-dehydrogenase
IMKOHAHG_01983	CDS	1170	yycB_2		COG2807	putative transporter YycB
IMKOHAHG_01984	CDS	1515	glpK_2	2.7.1.30	COG0554	Glycerol kinase
IMKOHAHG_01985	CDS	1173				hypothetical protein
IMKOHAHG_01986	CDS	762				hypothetical protein
IMKOHAHG_01987	CDS	1551				hypothetical protein
IMKOHAHG_01988	CDS	1434	uidB		COG2211	Glucuronide carrier protein
IMKOHAHG_01989	CDS	2496				hypothetical protein
IMKOHAHG_01990	CDS	1428	uxaC_2	5.3.1.12	COG1904	Uronate isomerase
IMKOHAHG_01991	CDS	882	lacX_2			Protein LacX, plasmid
IMKOHAHG_01992	CDS	1182	rhaR_2			HTH-type transcriptional activator RhaR
IMKOHAHG_01993	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
IMKOHAHG_01994	CDS	1038	pgl_2	3.1.1.31	COG2706	6-phosphogluconolactonase
IMKOHAHG_01995	CDS	1218				hypothetical protein
IMKOHAHG_01996	CDS	1362				hypothetical protein
IMKOHAHG_01997	CDS	1539	xylB_8	2.7.1.17	COG1070	Xylulose kinase
IMKOHAHG_01998	CDS	690	rspR_2		COG1802	HTH-type transcriptional repressor RspR
IMKOHAHG_01999	CDS	1647	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
IMKOHAHG_02000	CDS	993		1.1.1.81	COG0111	Hydroxypyruvate reductase
IMKOHAHG_02001	CDS	759	kdgR		COG1414	Transcriptional regulator KdgR
IMKOHAHG_02002	CDS	741				hypothetical protein
IMKOHAHG_02003	CDS	276				hypothetical protein
IMKOHAHG_02004	CDS	846	kduI1	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1
IMKOHAHG_02005	CDS	816	kduD_3	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
IMKOHAHG_02006	CDS	936	kdgT			2-keto-3-deoxygluconate permease
IMKOHAHG_02007	CDS	951	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
IMKOHAHG_02008	CDS	645	kdgA_2		COG0800	KHG/KDPG aldolase
IMKOHAHG_02009	CDS	651	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
IMKOHAHG_02010	CDS	843	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
IMKOHAHG_02011	CDS	909		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
IMKOHAHG_02012	CDS	348				hypothetical protein
IMKOHAHG_02013	CDS	759	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
IMKOHAHG_02014	CDS	468			COG1780	Putative NrdI-like protein
IMKOHAHG_02015	CDS	1371				hypothetical protein
IMKOHAHG_02016	CDS	471				hypothetical protein
IMKOHAHG_02017	CDS	1086				hypothetical protein
IMKOHAHG_02018	CDS	114				hypothetical protein
IMKOHAHG_02019	CDS	870				hypothetical protein
IMKOHAHG_02020	CDS	945	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
IMKOHAHG_02021	CDS	528				hypothetical protein
IMKOHAHG_02022	CDS	837	proB	2.7.2.11		Glutamate 5-kinase
IMKOHAHG_02023	CDS	1242	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
IMKOHAHG_02024	CDS	204				hypothetical protein
IMKOHAHG_02025	CDS	138				hypothetical protein
IMKOHAHG_02026	CDS	1146	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
IMKOHAHG_02027	CDS	537				hypothetical protein
IMKOHAHG_02028	CDS	702	vanYB	3.4.17.-	COG1876	D-alanyl-D-alanine carboxypeptidase
IMKOHAHG_02029	CDS	1164				ISLre2 family transposase ISLho1
IMKOHAHG_02030	CDS	1260	nupG		COG1972	Purine nucleoside transport protein NupG
IMKOHAHG_02031	CDS	921	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
IMKOHAHG_02032	CDS	726	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
IMKOHAHG_02033	CDS	867	noc		COG1475	Nucleoid occlusion protein
IMKOHAHG_02034	CDS	768	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
IMKOHAHG_02035	CDS	882	spo0J		COG1475	Stage 0 sporulation protein J
IMKOHAHG_02036	CDS	192				hypothetical protein
IMKOHAHG_02037	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
IMKOHAHG_02038	CDS	771				hypothetical protein
IMKOHAHG_02039	CDS	558				hypothetical protein
IMKOHAHG_02040	CDS	237				hypothetical protein
IMKOHAHG_02041	CDS	414				hypothetical protein
IMKOHAHG_02042	CDS	1143	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
IMKOHAHG_02043	CDS	1404				hypothetical protein
IMKOHAHG_02044	CDS	927				hypothetical protein
IMKOHAHG_02045	CDS	843				IS3 family transposase ISBce13
IMKOHAHG_02046	CDS	252				IS3 family transposase IS153
IMKOHAHG_02047	CDS	831				hypothetical protein
IMKOHAHG_02048	CDS	2589				hypothetical protein
IMKOHAHG_02049	CDS	576				hypothetical protein
IMKOHAHG_02050	CDS	747				hypothetical protein
IMKOHAHG_02051	CDS	213				hypothetical protein
IMKOHAHG_02052	CDS	219				hypothetical protein
IMKOHAHG_02053	CDS	246				hypothetical protein
IMKOHAHG_02054	CDS	528	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
IMKOHAHG_02055	CDS	1236	gshAB_4			Glutathione biosynthesis bifunctional protein GshAB
IMKOHAHG_02056	CDS	993	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
IMKOHAHG_02057	CDS	393				hypothetical protein
IMKOHAHG_02058	CDS	855	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
IMKOHAHG_02059	CDS	732	ywqD_2	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
IMKOHAHG_02060	CDS	774	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
IMKOHAHG_02061	CDS	651	wecA_2	2.7.8.40		UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
IMKOHAHG_02062	CDS	942	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
IMKOHAHG_02063	CDS	756	wfgD	2.4.1.305		UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
IMKOHAHG_02064	CDS	741				hypothetical protein
IMKOHAHG_02065	CDS	1137				hypothetical protein
IMKOHAHG_02066	CDS	975				hypothetical protein
IMKOHAHG_02067	CDS	969				hypothetical protein
IMKOHAHG_02068	CDS	1227				hypothetical protein
IMKOHAHG_02069	CDS	1527				hypothetical protein
IMKOHAHG_02070	CDS	777				hypothetical protein
IMKOHAHG_02071	CDS	576				hypothetical protein
IMKOHAHG_02072	CDS	690	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
IMKOHAHG_02073	CDS	306	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
IMKOHAHG_02074	CDS	276	tmk_3	2.7.4.9	COG0125	Thymidylate kinase
IMKOHAHG_02075	CDS	1143	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
IMKOHAHG_02076	CDS	1269	dacA_1	3.4.16.4		D-alanyl-D-alanine carboxypeptidase DacA
IMKOHAHG_02077	CDS	492	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
IMKOHAHG_02078	CDS	825				hypothetical protein
IMKOHAHG_02079	CDS	384				hypothetical protein
IMKOHAHG_02080	CDS	1188	cfa_2	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
IMKOHAHG_02081	CDS	168				hypothetical protein
IMKOHAHG_02082	CDS	1236	gntT		COG2610	High-affinity gluconate transporter
IMKOHAHG_02083	CDS	720	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
IMKOHAHG_02084	CDS	375				hypothetical protein
IMKOHAHG_02085	CDS	309				hypothetical protein
IMKOHAHG_02086	CDS	1050			COG0577	putative ABC transporter permease
IMKOHAHG_02087	CDS	672			COG1136	putative ABC transporter ATP-binding protein
IMKOHAHG_02088	tRNA	74				tRNA-Asn(gtt)
IMKOHAHG_02089	CDS	1881	oatA	2.3.1.-		O-acetyltransferase OatA
IMKOHAHG_02090	CDS	468				Putative universal stress protein
IMKOHAHG_02091	CDS	810				hypothetical protein
IMKOHAHG_02092	CDS	447				hypothetical protein
IMKOHAHG_02093	CDS	801	yidA_3	3.1.3.23	COG0561	Sugar phosphatase YidA
IMKOHAHG_02094	CDS	741		1.-.-.-		putative oxidoreductase
IMKOHAHG_02095	CDS	429				hypothetical protein
IMKOHAHG_02096	CDS	618				hypothetical protein
IMKOHAHG_02097	tmRNA	367	ssrA			transfer-messenger RNA, SsrA
IMKOHAHG_02098	CDS	723	srrA		COG0745	Transcriptional regulatory protein SrrA
IMKOHAHG_02099	CDS	1527	rcsC	2.7.13.3		Sensor histidine kinase RcsC
IMKOHAHG_02100	CDS	873	glcU		COG4975	putative glucose uptake protein GlcU
IMKOHAHG_02101	CDS	1350	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
IMKOHAHG_02102	CDS	714	glpF		COG0580	Glycerol uptake facilitator protein
IMKOHAHG_02103	CDS	207				hypothetical protein
IMKOHAHG_02104	CDS	1983	macB	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
IMKOHAHG_02105	CDS	1422	bmr3_2			Multidrug resistance protein 3
IMKOHAHG_02106	tRNA	75				tRNA-Gln(ctg)
IMKOHAHG_02107	CDS	330				hypothetical protein
IMKOHAHG_02108	tRNA	77				tRNA-Glu(ctc)
IMKOHAHG_02109	CDS	1230				hypothetical protein
IMKOHAHG_02110	CDS	510				hypothetical protein
IMKOHAHG_02111	CDS	1743			COG1132	putative ABC transporter ATP-binding protein
IMKOHAHG_02112	CDS	1845		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
IMKOHAHG_02113	CDS	1029	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
IMKOHAHG_02114	CDS	708	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
IMKOHAHG_02115	CDS	1344	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
IMKOHAHG_02116	CDS	573	tdk	2.7.1.21	COG1435	Thymidine kinase
IMKOHAHG_02117	CDS	1083	prfA		COG0216	Peptide chain release factor 1
IMKOHAHG_02118	CDS	846	prmC	2.1.1.297		Release factor glutamine methyltransferase
IMKOHAHG_02119	CDS	1026	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
IMKOHAHG_02120	CDS	1233	glyA	2.1.2.1		Serine hydroxymethyltransferase
IMKOHAHG_02121	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
IMKOHAHG_02122	CDS	1047				hypothetical protein
IMKOHAHG_02123	CDS	750				hypothetical protein
IMKOHAHG_02124	CDS	1155	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
IMKOHAHG_02125	CDS	3423	pycA	6.4.1.1		Pyruvate carboxylase
IMKOHAHG_02126	CDS	288				hypothetical protein
IMKOHAHG_02127	CDS	564	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
IMKOHAHG_02128	CDS	483	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
IMKOHAHG_02129	CDS	1044	ylbL		COG3480	putative protein YlbL
IMKOHAHG_02130	CDS	630	comEA		COG1555	ComE operon protein 1
IMKOHAHG_02131	CDS	477	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
IMKOHAHG_02132	CDS	2142	comEC		COG0658	ComE operon protein 3
IMKOHAHG_02133	CDS	1026	yqeN		COG1466	putative protein YqeN
